"Variable","Estimate","Std_Error","t_value","p_value"
"Monday",-0.000990815673128674,0.0015615145321192,-0.634522223615809,0.525933051009653
"Tuesday",0.00153796567689594,0.0014343059941784,1.07227166527804,0.28394201437846
"Wednesday",0.00115937899687878,0.00116749311922524,0.993049961312107,0.321005027301308
"Thursday",0.000927280311608086,0.00107617199992454,0.861646940891514,0.38915649538082
"Friday",0.000970738731947657,0.00084948681292406,1.14273549298103,0.253512111752574
