"Variable","Estimate","Std_Error","t_value","p_value"
"Monday",-0.000990815673128674,0.00167505474723027,-0.591512411619385,0.554354907495044
"Tuesday",0.00153796567689594,0.00130116549565703,1.18199082440265,0.237582962122812
"Wednesday",0.00115937899687878,0.00111177401868035,1.04281893388275,0.297367281751178
"Thursday",0.000927280311608086,0.00103221191814458,0.898342961661296,0.369290270758712
"Friday",0.000970738731947657,0.000808762304016402,1.20027692577518,0.230409780384574
